Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
354.0,30.0,4.0,60.0,8520.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,2.0,6.0,8.0,1928.0,2003.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,2.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,624.0,624.0,1.0,2.0,1.0,4.0,720.0,0.0,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,2005.0,2.0,2.0,484.0,4.0,4.0,2.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,105900.0
355.0,50.0,3.0,60.0,8400.0,1.0,3.0,0.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,6.0,5.0,1940.0,2000.0,1.0,1.0,13.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,388.0,5.0,0.0,552.0,940.0,1.0,0.0,1.0,4.0,1192.0,403.0,0.0,1595.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,1940.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,6.0,2006.0,8.0,4.0,140000.0
356.0,20.0,3.0,105.0,11249.0,1.0,1.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.0,5.0,1995.0,1995.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,334.0,1.0,544.0,322.0,1200.0,1.0,0.0,1.0,4.0,1200.0,0.0,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,5.0,1.0,1995.0,1.0,2.0,521.0,4.0,4.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,8.0,4.0,177500.0
357.0,20.0,3.0,0.0,9248.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,2.0,6.0,6.0,1992.0,1992.0,1.0,1.0,6.0,6.0,1.0,106.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,560.0,5.0,0.0,598.0,1158.0,1.0,2.0,1.0,4.0,1167.0,0.0,0.0,1167.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,5.0,1.0,1992.0,1.0,2.0,400.0,4.0,4.0,2.0,120.0,26.0,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,173000.0
358.0,120.0,4.0,44.0,4224.0,1.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,2.0,5.0,5.0,1976.0,1976.0,1.0,1.0,5.0,5.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,0.0,874.0,5.0,0.0,268.0,1142.0,1.0,4.0,1.0,4.0,1142.0,0.0,0.0,1142.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,3.0,1.0,1976.0,0.0,2.0,528.0,4.0,4.0,2.0,536.0,90.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,8.0,4.0,134000.0
359.0,80.0,3.0,92.0,6930.0,1.0,0.0,3.0,0.0,4.0,0.0,4.0,2.0,2.0,0.0,7.0,5.0,4.0,1958.0,1958.0,3.0,1.0,13.0,7.0,1.0,120.0,3.0,4.0,1.0,3.0,3.0,0.0,1.0,300.0,4.0,294.0,468.0,1062.0,1.0,0.0,1.0,1.0,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,6.0,3.0,0.0,5.0,3.0,1958.0,2.0,1.0,288.0,4.0,4.0,2.0,168.0,0.0,294.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,0.0,130000.0
360.0,60.0,3.0,78.0,12011.0,1.0,0.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,5.0,8.0,5.0,1998.0,1998.0,1.0,1.0,12.0,13.0,1.0,530.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,956.0,5.0,0.0,130.0,1086.0,1.0,0.0,1.0,4.0,1086.0,838.0,0.0,1924.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,4.0,1.0,1998.0,1.0,2.0,592.0,4.0,4.0,2.0,208.0,75.0,0.0,0.0,374.0,0.0,0.0,6.0,2006.0,8.0,4.0,280000.0
361.0,85.0,3.0,1.0,7540.0,1.0,0.0,3.0,0.0,1.0,0.0,11.0,2.0,2.0,0.0,6.0,6.0,6.0,1978.0,1978.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,1.0,2.0,3.0,0.0,2.0,773.0,5.0,0.0,115.0,888.0,1.0,0.0,1.0,4.0,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,1.0,4.0,1.0,1978.0,1.0,2.0,470.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,6.0,2007.0,8.0,4.0,156000.0
362.0,50.0,3.0,3.0,9144.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,2.0,2.0,0.0,0.0,5.0,5.0,1940.0,1982.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,399.0,5.0,0.0,484.0,883.0,1.0,2.0,1.0,4.0,988.0,517.0,0.0,1505.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,8.0,6.0,0.0,5.0,5.0,1940.0,2.0,1.0,240.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,8.0,4.0,145000.0
363.0,85.0,3.0,64.0,7301.0,1.0,3.0,3.0,0.0,0.0,0.0,7.0,2.0,2.0,0.0,6.0,7.0,5.0,2003.0,2003.0,1.0,1.0,6.0,6.0,1.0,500.0,2.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,495.0,1427.0,0.0,1922.0,0.0,0.0,3.0,0.0,4.0,1.0,2.0,7.0,6.0,1.0,0.0,3.0,2003.0,1.0,2.0,672.0,4.0,4.0,2.0,0.0,0.0,177.0,0.0,0.0,0.0,0.0,7.0,2009.0,3.0,4.0,198500.0
364.0,160.0,4.0,21.0,1680.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,5.0,6.0,8.0,1972.0,2007.0,1.0,1.0,6.0,6.0,1.0,510.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,162.0,5.0,0.0,321.0,483.0,1.0,2.0,1.0,4.0,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,5.0,6.0,0.0,5.0,5.0,1972.0,2.0,1.0,264.0,4.0,4.0,2.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,8.0,4.0,118000.0
365.0,60.0,3.0,1.0,18800.0,1.0,0.0,3.0,0.0,2.0,0.0,14.0,2.0,2.0,0.0,5.0,6.0,5.0,1976.0,1976.0,1.0,1.0,6.0,6.0,1.0,120.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,712.0,5.0,0.0,84.0,796.0,1.0,4.0,1.0,4.0,790.0,784.0,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,3.0,6.0,6.0,1.0,4.0,1.0,1976.0,0.0,2.0,566.0,4.0,4.0,2.0,306.0,111.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,190000.0
366.0,70.0,4.0,59.0,10690.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,5.0,5.0,7.0,1920.0,1997.0,3.0,1.0,12.0,13.0,2.0,0.0,3.0,2.0,1.0,3.0,0.0,3.0,4.0,456.0,5.0,0.0,216.0,672.0,1.0,2.0,1.0,0.0,672.0,672.0,0.0,1344.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,0.0,5.0,5.0,1964.0,2.0,1.0,468.0,4.0,1.0,2.0,0.0,128.0,218.0,0.0,0.0,0.0,0.0,7.0,2009.0,8.0,4.0,147000.0
367.0,20.0,3.0,0.0,9500.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,6.0,5.0,1963.0,1963.0,1.0,1.0,9.0,10.0,1.0,247.0,3.0,4.0,1.0,2.0,3.0,3.0,1.0,609.0,5.0,0.0,785.0,1394.0,1.0,2.0,1.0,4.0,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,6.0,6.0,2.0,2.0,1.0,1963.0,1.0,2.0,514.0,4.0,4.0,2.0,0.0,76.0,0.0,0.0,185.0,0.0,0.0,7.0,2009.0,8.0,4.0,159000.0
368.0,80.0,3.0,101.0,9150.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,7.0,6.0,5.0,1962.0,1962.0,1.0,5.0,9.0,10.0,1.0,305.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,371.0,5.0,0.0,728.0,1099.0,1.0,2.0,1.0,4.0,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,1.0,2.0,2.0,1962.0,1.0,1.0,296.0,4.0,4.0,2.0,64.0,110.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,8.0,4.0,165000.0
369.0,20.0,3.0,78.0,7800.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1954.0,1954.0,1.0,1.0,6.0,6.0,1.0,200.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,540.0,5.0,0.0,728.0,1268.0,1.0,2.0,1.0,4.0,1268.0,0.0,0.0,1268.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,7.0,6.0,1.0,2.0,1.0,1954.0,0.0,1.0,244.0,4.0,4.0,2.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,3.0,2010.0,8.0,4.0,132000.0
370.0,20.0,3.0,1.0,9830.0,1.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1959.0,2006.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,72.0,4.0,258.0,733.0,1063.0,1.0,0.0,1.0,4.0,1287.0,0.0,0.0,1287.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,7.0,6.0,1.0,2.0,5.0,1997.0,0.0,2.0,576.0,4.0,4.0,2.0,364.0,17.0,0.0,0.0,182.0,0.0,0.0,3.0,2010.0,8.0,4.0,162000.0
371.0,60.0,3.0,2007.0,8121.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,5.0,6.0,5.0,2000.0,2000.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,953.0,953.0,1.0,0.0,1.0,4.0,953.0,711.0,0.0,1664.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,4.0,1.0,2000.0,1.0,2.0,460.0,4.0,4.0,2.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,2006.0,8.0,4.0,172400.0
372.0,50.0,3.0,80.0,17120.0,1.0,3.0,3.0,0.0,4.0,0.0,4.0,1.0,2.0,0.0,0.0,4.0,4.0,1959.0,1959.0,1.0,1.0,14.0,10.0,2.0,0.0,3.0,4.0,1.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,1120.0,468.0,0.0,1588.0,0.0,0.0,2.0,0.0,4.0,1.0,3.0,7.0,3.0,1.0,2.0,5.0,1991.0,0.0,2.0,680.0,4.0,4.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,8.0,4.0,134432.0
373.0,120.0,3.0,50.0,7175.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,4.0,2.0,6.0,5.0,1984.0,1984.0,1.0,1.0,9.0,10.0,2.0,0.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0,623.0,3.0,121.0,0.0,744.0,1.0,4.0,1.0,4.0,752.0,0.0,0.0,752.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,0.0,5.0,1.0,1984.0,2.0,1.0,264.0,4.0,4.0,2.0,353.0,0.0,0.0,0.0,90.0,0.0,0.0,2.0,2010.0,8.0,4.0,125000.0
374.0,20.0,3.0,79.0,10634.0,1.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,6.0,1953.0,1953.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,428.0,3.0,180.0,0.0,608.0,1.0,4.0,1.0,4.0,1319.0,0.0,0.0,1319.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,3.0,0.0,5.0,1.0,1953.0,2.0,1.0,270.0,4.0,4.0,2.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2009.0,8.0,4.0,123000.0
375.0,60.0,3.0,65.0,8200.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,5.0,2003.0,2004.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,847.0,847.0,1.0,0.0,1.0,4.0,847.0,1081.0,0.0,1928.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,8.0,6.0,1.0,2.0,3.0,2003.0,0.0,2.0,434.0,4.0,4.0,2.0,100.0,48.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8.0,4.0,219500.0
376.0,30.0,3.0,2.0,10020.0,1.0,0.0,2.0,0.0,4.0,2.0,7.0,2.0,2.0,0.0,2.0,1.0,1.0,1922.0,1950.0,1.0,1.0,13.0,14.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,350.0,5.0,0.0,333.0,683.0,1.0,2.0,0.0,0.0,904.0,0.0,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,5.0,6.0,2.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2009.0,8.0,4.0,61000.0
377.0,85.0,3.0,57.0,8846.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,6.0,5.0,5.0,1996.0,1996.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,298.0,5.0,0.0,572.0,870.0,1.0,0.0,1.0,4.0,914.0,0.0,0.0,914.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,1998.0,2.0,2.0,576.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,8.0,4.0,148000.0
378.0,60.0,1.0,102.0,11143.0,1.0,0.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,5.0,8.0,5.0,2004.0,2005.0,1.0,1.0,5.0,5.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1580.0,1580.0,1.0,0.0,1.0,4.0,1580.0,886.0,0.0,2466.0,0.0,0.0,3.0,0.0,4.0,1.0,2.0,8.0,6.0,1.0,2.0,1.0,2004.0,1.0,2.0,610.0,4.0,4.0,2.0,159.0,214.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,8.0,4.0,340000.0
379.0,20.0,3.0,88.0,11394.0,1.0,3.0,3.0,0.0,0.0,0.0,22.0,2.0,2.0,0.0,2.0,9.0,2.0,2010.0,2010.0,3.0,1.0,12.0,13.0,3.0,350.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,1445.0,5.0,0.0,411.0,1856.0,1.0,0.0,1.0,4.0,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,8.0,6.0,1.0,0.0,1.0,2010.0,0.0,3.0,834.0,4.0,4.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2010.0,6.0,5.0,394432.0
380.0,60.0,3.0,60.0,8123.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,6.0,2.0,0.0,5.0,6.0,5.0,2000.0,2000.0,1.0,1.0,12.0,13.0,1.0,16.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,982.0,982.0,1.0,0.0,1.0,4.0,1007.0,793.0,0.0,1800.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,7.0,6.0,1.0,4.0,1.0,2000.0,0.0,2.0,463.0,4.0,4.0,2.0,100.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,179000.0
381.0,50.0,3.0,50.0,5000.0,1.0,3.0,3.0,0.0,4.0,0.0,18.0,2.0,2.0,0.0,0.0,5.0,6.0,1924.0,1950.0,1.0,1.0,3.0,14.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,3.0,218.0,5.0,0.0,808.0,1026.0,1.0,4.0,1.0,4.0,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,1.0,2.0,5.0,1924.0,2.0,1.0,308.0,4.0,4.0,2.0,0.0,0.0,242.0,0.0,0.0,0.0,0.0,5.0,2010.0,8.0,4.0,127000.0
382.0,20.0,1.0,60.0,7200.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,3.0,5.0,0.0,5.0,0.0,1293.0,1293.0,1.0,0.0,1.0,4.0,1301.0,0.0,0.0,1301.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,2006.0,1.0,2.0,572.0,4.0,4.0,2.0,216.0,121.0,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,6.0,5.0,187750.0
383.0,60.0,3.0,79.0,9245.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,5.0,7.0,5.0,2006.0,2006.0,1.0,1.0,12.0,13.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,939.0,939.0,1.0,0.0,1.0,4.0,939.0,858.0,0.0,1797.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,8.0,6.0,0.0,5.0,1.0,2006.0,1.0,2.0,639.0,4.0,4.0,2.0,144.0,53.0,0.0,0.0,0.0,0.0,0.0,4.0,2007.0,8.0,4.0,213500.0
384.0,45.0,2.0,60.0,9000.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,2.0,2.0,0.0,1.0,6.0,3.0,1928.0,1950.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,0.0,1.0,0.0,3.0,5.0,0.0,5.0,0.0,784.0,784.0,1.0,4.0,0.0,0.0,784.0,0.0,0.0,784.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,1950.0,2.0,2.0,360.0,1.0,1.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,10.0,2009.0,8.0,4.0,76000.0
385.0,60.0,3.0,2.0,53107.0,1.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,5.0,6.0,5.0,1992.0,1992.0,1.0,1.0,6.0,6.0,2.0,0.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,985.0,5.0,0.0,595.0,1580.0,1.0,0.0,1.0,4.0,1079.0,874.0,0.0,1953.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,9.0,6.0,2.0,1.0,1.0,1992.0,0.0,2.0,501.0,4.0,4.0,2.0,216.0,231.0,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,8.0,4.0,240000.0
386.0,120.0,3.0,43.0,3182.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,8.0,5.0,2004.0,2005.0,1.0,1.0,12.0,13.0,1.0,16.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,24.0,5.0,0.0,1232.0,1256.0,1.0,0.0,1.0,4.0,1269.0,0.0,0.0,1269.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,2004.0,0.0,2.0,430.0,4.0,4.0,2.0,146.0,20.0,0.0,0.0,144.0,0.0,0.0,4.0,2010.0,8.0,4.0,192000.0
387.0,50.0,3.0,58.0,8410.0,1.0,3.0,3.0,0.0,2.0,0.0,7.0,1.0,2.0,0.0,0.0,5.0,3.0,1910.0,1996.0,2.0,1.0,13.0,13.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,658.0,658.0,1.0,4.0,1.0,4.0,658.0,526.0,0.0,1184.0,0.0,0.0,1.0,0.0,5.0,1.0,3.0,8.0,6.0,0.0,5.0,6.0,6.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,8.0,1.0,81000.0
388.0,80.0,3.0,72.0,7200.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,7.0,6.0,6.0,1976.0,1976.0,3.0,1.0,8.0,8.0,1.0,255.0,3.0,4.0,1.0,3.0,3.0,0.0,0.0,631.0,5.0,0.0,410.0,1041.0,1.0,0.0,1.0,4.0,1125.0,0.0,0.0,1125.0,1.0,0.0,1.0,0.0,3.0,1.0,3.0,6.0,6.0,1.0,1.0,5.0,1977.0,2.0,1.0,352.0,4.0,4.0,2.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,8.0,0.0,125000.0
389.0,20.0,3.0,93.0,9382.0,1.0,0.0,3.0,0.0,1.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,5.0,1999.0,2000.0,1.0,1.0,12.0,13.0,1.0,125.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1468.0,1468.0,1.0,0.0,1.0,4.0,1479.0,0.0,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,6.0,6.0,0.0,5.0,1.0,1999.0,1.0,2.0,577.0,4.0,4.0,2.0,120.0,25.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,8.0,4.0,191000.0
390.0,60.0,3.0,96.0,12474.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,10.0,5.0,2007.0,2008.0,1.0,1.0,12.0,13.0,3.0,272.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,1280.0,5.0,0.0,402.0,1682.0,1.0,0.0,1.0,4.0,1742.0,590.0,0.0,2332.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,9.0,6.0,1.0,0.0,3.0,2008.0,0.0,3.0,846.0,4.0,4.0,2.0,196.0,134.0,0.0,0.0,0.0,0.0,0.0,8.0,2008.0,6.0,5.0,426000.0
391.0,50.0,3.0,50.0,8405.0,1.0,3.0,3.0,0.0,4.0,0.0,7.0,2.0,2.0,0.0,0.0,5.0,8.0,1900.0,1950.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,1.0,3.0,4.0,241.0,1.0,391.0,229.0,861.0,1.0,0.0,1.0,4.0,961.0,406.0,0.0,1367.0,1.0,0.0,1.0,0.0,4.0,1.0,3.0,7.0,6.0,0.0,5.0,5.0,1978.0,2.0,1.0,384.0,4.0,4.0,2.0,0.0,130.0,112.0,0.0,0.0,0.0,0.0,4.0,2008.0,8.0,4.0,119000.0
392.0,60.0,3.0,71.0,12209.0,1.0,0.0,3.0,0.0,1.0,0.0,11.0,2.0,2.0,0.0,5.0,6.0,5.0,2001.0,2002.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,0.0,3.0,3.0,0.0,690.0,5.0,0.0,114.0,804.0,1.0,0.0,1.0,4.0,804.0,1157.0,0.0,1961.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,7.0,6.0,1.0,4.0,3.0,2001.0,0.0,2.0,560.0,4.0,4.0,2.0,125.0,192.0,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,8.0,4.0,215000.0
393.0,20.0,3.0,0.0,8339.0,1.0,0.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,7.0,1959.0,1959.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,0.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,882.0,0.0,0.0,882.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,5.0,6.0,0.0,5.0,1.0,1959.0,1.0,1.0,294.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,7.0,2007.0,8.0,4.0,106500.0
394.0,30.0,3.0,12.0,7446.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,4.0,5.0,1941.0,1950.0,1.0,1.0,14.0,15.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,266.0,5.0,0.0,522.0,788.0,1.0,4.0,1.0,0.0,788.0,0.0,0.0,788.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,4.0,6.0,2.0,4.0,6.0,0.0,3.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2006.0,8.0,0.0,100000.0
395.0,50.0,3.0,60.0,10134.0,1.0,3.0,3.0,0.0,4.0,0.0,17.0,2.0,2.0,0.0,0.0,5.0,6.0,1940.0,1950.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,735.0,735.0,1.0,2.0,1.0,0.0,735.0,299.0,0.0,1034.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,6.0,0.0,5.0,5.0,1940.0,2.0,1.0,240.0,4.0,4.0,2.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,8.0,4.0,109000.0
